"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy";"sample.marker"
"884";"grodzki";"15.00";"WOJ. WIELKOPOLSKIE";425;190000036541;"XVII Liceum Ogólnokształcące";"61-288";"Poznań";"osiedle Czecha";"59";618776058;618776058;"sekretariat@zso4.icpnet.pl";"www.zso4.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"55";"ziemski";"5.00";"WOJ. MAŁOPOLSKIE";109;190000005422;"Publiczne Społeczne Liceum Ogólnokształcące w Trzebini";"32-541";"Trzebinia";"Grunwaldzka";"101";326122201;326122201;"liceumsiersza@interia.pl";"www.pslocom.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"881";"grodzki";"1.00";"WOJ. WIELKOPOLSKIE";6;190000036489;"Publiczne Liceum Ogólnokształcące Katolickiego Stowarzyszenia Wychowawców";"61-049";"Poznań";"Mińska";"32";618794941;618794941;"szkolaksw@wp.pl";"www.szkoly.poznan.ksw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1347";"ziemski";"5.00";"WOJ. ZACHODNIOPOMORSKIE";154;190000057123;"V Liceum Ogólnokształcące";"78-400";"Szczecinek";"Stanisława Staszica";"15";943731089;943731089;"sekretariat@zsswiatki.nazwa.pl";"www.zsswiatki.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"8";"ziemski";"5.00";"WOJ. MAŁOPOLSKIE";109;190000003986;"Liceum Ogólnokształcące w Żegocinie";"32-731";"Żegocina";"";"50";146132120;146132120;"zslgz1@wp.pl";"zswzegocinie.republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0;"A"
"1674";"grodzki";"3.00";"WOJ. PODLASKIE";88;190000070227;"VII Liceum Ogólnokształcące";"18-400";"Łomża";"Stacha Konwy";"11";862162015;862162015;"sekwet@wp.pl";"www.weta.vot.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1139";"grodzki";"15.00";"WOJ. POMORSKIE";448;190000048724;"VIII Liceum Ogólnokształcące";"80-136";"Gdańsk";"Kartuska";"136";583020010;583020010;"lo8@lo8.gda.pl";"www.lo8.gda.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1433";"ziemski";"13.00";"WOJ. WARMIŃSKO-MAZURSKIE";353;190000061174;"I Liceum Ogólnokształcące";"11-400";"KĘTRZYN";"Powstańców Warszawy";"2";897513237;897513237;"lo_ketrzyn.zso@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1291";"ziemski";"29.00";"WOJ. KUJAWSKO-POMORSKIE";835;190000054905;"I Liceum Ogólnokształcące";"87-300";"Brodnica";"Lidzbarska";"14";564982016;564982016;"sekretariat@1lobrodnica.pl";"www.1lo-brodnica.edupage.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"795";"grodzki";"2.00";"WOJ. ŚLĄSKIE";36;190000034030;"X Liceum Ogólnokształcące";"41-800";"Zabrze";"Piłsudskiego";"58";322712767;322712767;"zckoiz@interia.pl";"www.zckoiz.zabrze.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1721";"grodzki";"18.00";"WOJ. PODLASKIE";530;190000072104;"III Liceum Ogólnokształcące w Suwałkach";"16-400";"Suwałki";"T. Noniewicza";"83";875666607;875663498;"loginsuw@o2";"www.zs1.suwalki.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"338";"ziemski";"16.00";"WOJ. PODKARPACKIE";476;190000016213;"Liceum Ogólnokształcące";"39-120";"SĘDZISZÓW MŁP.";"FABRYCZNA";"5";172216112;172216112;"losedziszow@pro.onet.pl";"www.losedziszow.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1523";"grodzki";"24.00";"WOJ. LUBELSKIE";701;190000064622;"II Liceum Ogólnokształcące";"21-500";"Biała Podlaska";"Narutowicza";"39";833433227;833433227;"platerka@poczta.fm";"www.platerka.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"689";"grodzki";"1.00";"WOJ. ŚLĄSKIE";25;190000029128;"XVI Liceum Ogólnokształcące";"40-592";"Katowice";"Mikołowska";"131";326096020;326096038;"dyrekcja@zstio.coig.pl";"www.zstio.coig.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1890";"grodzki";"3.00";"WOJ. PODKARPACKIE";40;190000080006;"III Liceum Ogólnokształcące";"37-700";"Przemyśl";"Smolki";"10";166785347;166785347;"zso2@um.przemysl.pl";"www.szaszk.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"844";"grodzki";"16.00";"WOJ. ŚLĄSKIE";492;190000035506;"XII Liceum Ogólnokształcące";"42-200";"Częstochowa";"Al. Niepodległości";"16/18";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1370";"grodzki";"8.00";"WOJ. ZACHODNIOPOMORSKIE";220;190000057696;"XIV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI";"70-241";"SZCZECIN";"KOPERNIKA";"16A";914346720;914893160;"14loszczecin@poczta.fm";"www.lo14.szczecin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1182";"ziemski";"10.00";"WOJ. POMORSKIE";271;190000050002;"II liceum Ogółnokształcące";"82-200";"Malbork";"Aleja Wojska Polskiego";"493";556471901;556471908;"liceum@malbork.org";"www.malbork.org";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"672";"grodzki";"15.00";"WOJ. ŚLĄSKIE";487;190000028556;"IV Liceum Ogólnokształcące";"41-902";"Bytom";"Plac Sikorskiego";"1";322814193;322814193;"sekretariat.4lo.bytom@wp.pl";"www.4lo.bytom.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1962";"ziemski";"17.00";"WOJ. WARMIŃSKO-MAZURSKIE";494;190000083166;"Liceum Ogólnokształcące w Zespole Szkół im. C. K. Norwida";"13-300";"Nowe Miasto Lubawskie";"3 Maja";"24";564726020;564726037;"zsimc.k.norwida@wp.pl";"www.norwid.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"826";"ziemski";"2.00";"WOJ. ŚLĄSKIE";66;190000035225;"II Liceum Ogólnokształcące w Knurowie";"44-194";"Knurów";"Szpitalna";"29";323362617;323362617;"zsz2knurow@poczta.onet.pl";"www.zsz2knurow.edupage.org";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"148";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";289;190000008831;"Publiczne Liceum Ogólnokształcące";"32-700";"Bochnia";"Windakiewicza";"23";146122603;146117204;"sekretariat@zs1.bochnia.pl";"www.zs1.bochnia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1415";"ziemski";"10.00";"WOJ. WARMIŃSKO-MAZURSKIE";293;190000060148;"Liceum Ogólnokształcące";"14-260";"Lubawa";"Gdańska";"25";896452631;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1241";"grodzki";"15.00";"WOJ. KUJAWSKO-POMORSKIE";479;190000053143;"VI Liceum Ogólnokształcące";"85-014";"Bydgoszcz";"Staszica";"4";523270371;523270371;"zsonr6@bip.oswiata.bydgoszcz.pl";"www.vilo.bydgoszcz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"88";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";165;190000006744;"Liceum Ogólnokształcące";"32-043";"Skała";"ks. Stanisława Połetka";"30";123891024;123891024;"administracja@lo-skala.edu.pl";"www.lo-skala.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1072";"ziemski";"12.00";"WOJ. DOLNOŚLĄSKIE";328;190000045315;"Liceum Ogólnokształcące im. Jana Pawła II w Złotoryi";"59-500";"Złotoryja";"Kolejowa";"4";768783344;768783631;"lozloto@poczta.onet.pl";"www.lozlotoryja.net";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"854";"grodzki";"5.00";"WOJ. WIELKOPOLSKIE";145;190000035933;"XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi";"61-323";"Poznań";"Tarnowska";"27";618798090;618798090;"zso2@zso2.pl";"www.zso2.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
