"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy"
"1499";"ziemski";"15.00";"WOJ. ŚWIĘTOKRZYSKIE";419;190000062713;"Liceum Ogólnokształcące im. Marii Curie-Skłodowskiej";"28-500";"Kazimierza Wielka";"Partyzantów";"3";413521301;413521301;"sekretariat.lomcskw@gmail.com";"lokw.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1500";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";114;190000063066;"Liceum Ogólnokształcące w Sędziszowie";"28-340";"Sędziszów";"T. Kościuszki";"7";413811656;413811656;"lo_sedziszow@o2.pl";"www.licsed.za.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1501";"ziemski";"1.00";"WOJ. ŚWIĘTOKRZYSKIE";11;190000063182;"Liceum Ogólnokształcące Zespołu Szkół";"26-130";"Suchedniów";"Sportowa";"3";412543253;412543253;"zssuch@poczta.onet.pl";"www.zsihs.za.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1502";"ziemski";"4.00";"WOJ. ŚWIĘTOKRZYSKIE";97;190000064023;"Liceum Ogólnokształcące w Chęcinach";"26-060";"Chęciny";"Białego Zagłębia";"1";413151068;413151068;"zs2checiny@onet.pl";"www.zspcheciny.cal.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1503";"ziemski";"8.00";"WOJ. ŚWIĘTOKRZYSKIE";211;190000064030;"Liceum Ogólnokształcące w Zespole Szkół Nr 3 w Chmielniku";"26-020";"Chmielnik";"Dygasińskiego";"11";413542894;413542894;"zs3@zs3.chmielnik.com";"www.zs3.chmielnik.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1504";"ziemski";"7.00";"WOJ. ŚWIĘTOKRZYSKIE";212;190000064042;"Liceum Ogólnokształcące im. J. Szermentowskiego";"26-010";"Bodzentyn";"Suchedniowska";"6";413115033;413115033;"lobodzentyn@wp.pl";"www.zspbodzenty.lap.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1505";"ziemski";"6.00";"WOJ. ŚWIĘTOKRZYSKIE";152;190000064046;"LICEUM OGÓLNOKSZTAŁCACE";"26-070";"ŁOPUSZNO";"KONECKA";"2";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0
"1506";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";85;190000064109;"LIceum ogolnokształcące";"27-530";"Ożarów";"OS Wzgórze";"56";158611801;158611801;"ozarow@poczta.onet.pl";"http://ozarow.ovh.org";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1507";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";67;190000064113;"Liceum Ogólnokształcące";"27-500";"Opatów";"Słowackiego";"56";158682319;158682319;"zszopat@poczta.opatow.net";"www.opatow.szkola.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1508";"ziemski";"22.00";"WOJ. ŚWIĘTOKRZYSKIE";647;190000064122;"Liceum Ogólnokształcące";"27-500";"OPATÓW";"SEMPOŁOWSKIEJ";"1";158682035;158684887;"loopat@pro.onet.pl";"lo.opatow.ids.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1509";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";62;190000064135;"Katolickie Liceum Ogólnokształcące im. Św. Jadwigi Królowej w Sandomierzu";"27-600";"Sandomierz";"Św. Jadwigi Królowej";"5";158327809;158320418;"kliceum@poczta.neostrada.pl";"liceumk.hostit.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1510";"ziemski";"5.00";"WOJ. ŚWIĘTOKRZYSKIE";160;190000064157;"Liceum Ogólnokształcace";"27-600";"Sandomierz";"Żeromskiego";"8";158323541;158323956;"licek@poczta.onet.pl";"www.ekonom.vel.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1511";"ziemski";"20.00";"WOJ. ŚWIĘTOKRZYSKIE";509;190000064169;"I Liceum Ogólnokształcące Collegium Gostomianum";"27-600";"Sandomierz";"Długosza";"7";158325245;158325245;"1losand@lo1.sandomierz.pl";"http://lo1.sandomierz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1512";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";81;190000064173;"Liceum Ogólnokształcące";"27-600";"Sandomierz";"Wojska Polskiego";"22";158322243;158322243;"marmolada@poczta.onet.pl";"www.zsgih.sandomierz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1513";"ziemski";"16.00";"WOJ. ŚWIĘTOKRZYSKIE";467;190000064180;"II Liceum Ogólnokształcące im. Tadeusza Kościuszki";"27-600";"Sandomierz";"Mickiewicza";"9";158322245;158322245;"sekretariat@2lo.sandomierz.pl";"2lo.sandomierz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1514";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";67;190000064234;"Liceum Ogólnokształcące w Osieku";"28-221";"Osiek";"Wolności";"24 a";158671201;158671201;"zsosiek@gmail.com";"www.zsosiek.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1515";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";59;190000064324;"Liceum Ogólnokształcące w Chobrzanach";"27-650";"Samborzec";"Chobrzany";"110";158314320;NA;"liceumchob@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0
"1516";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";40;190000064356;"Liceum Ogólnokształcące w ZSO w Zawichoście";"27-630";"Zawichost";"Szkolna";"15";158364708;158364708;"zso.zawichost@interia.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1517";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";81;190000064420;"Liceum Ogólnokształcące w Zespole Szkół Ogólnokształcących im. Edwarda Szylki";"27-530";"Ożarów";"Osiedle Wzgórze";"54";158611016;158611993;"zso-ozarow@wp.pl";"www.zso-ozarow.oswiata.org.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1518";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";52;190000064493;"Liceum Ogólnokształcące";"27-660";"Koprzywnica";"Szkolna";"9";158477150;158477150;"zsowkoprzywnicy@o2.pl";"www.wk.p9.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1519";"ziemski";"6.00";"WOJ. ŚWIĘTOKRZYSKIE";202;190000064561;"LO 3-letnie";"28-200";"Staszów";"Koszarowa";"7";158642539;158642539;"zsstaszow@poczta.fm";"www.zs.staszow.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1520";"ziemski";"9.00";"WOJ. ŚWIĘTOKRZYSKIE";307;190000064566;"Liceum Ogólnokształcące";"28-230";"Połaniec";"Ruszczańska";"23";158650325;158650325;"zspolan@poczta.fm";"zspolaniec.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1521";"ziemski";"1.00";"WOJ. ŚWIĘTOKRZYSKIE";21;190000064571;"III Liceum Ogólnokształcące";"28-200";"STASZÓW";"SZKOLNA";"11";158643118;158643118;"ekonomik@staszowski.eu";"www.zsestaszow.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1522";"ziemski";"20.00";"WOJ. ŚWIĘTOKRZYSKIE";600;190000064573;"Liceum Ogólnokształcące im. ks. kard. Stefana Wyszyńskiego w Staszowie";"28-200";"Staszów";"11 - Listopada";"3";158642583;158642583;"liceum@staszow.com";"www.lo.staszow.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1523";"grodzki";"24.00";"WOJ. LUBELSKIE";701;190000064622;"II Liceum Ogólnokształcące";"21-500";"Biała Podlaska";"Narutowicza";"39";833433227;833433227;"platerka@poczta.fm";"www.platerka.prv.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1524";"grodzki";"24.00";"WOJ. LUBELSKIE";711;190000064625;"I Liceum Ogólnokształcące im. Józefa Ignacego Kraszewskiego";"21-500";"Biała Podlaska";"Kraszewskiego";"1";833433812;833433812;"kraszak@bialapodl.pl";"www.kraszak.bialapodl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1525";"grodzki";"13.00";"WOJ. LUBELSKIE";329;190000064665;"III Liceum Ogólnokształcące";"21-500";"Biała Podlaska";"Leszczynowa";"16";833416747;833426951;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1526";"grodzki";"18.00";"WOJ. LUBELSKIE";533;190000064682;"IV Liceum Ogólnokształcące";"21-500";"Biała Podlaska";"Akademicka";"8";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1527";"ziemski";"3.00";"WOJ. LUBELSKIE";61;190000064978;"Liceum Ogólnokształcące";"24-340";"Józefów nad Wisłą";"Opolska";"10a";818285023;818285117;"zso_jozefow@interia.pl";"zso-jozefow.w.interia";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1528";"ziemski";"4.00";"WOJ. LUBELSKIE";60;190000065425;"Liceum Ogólnokształcące";"22-523";"Horodło";"Piłsudskiego";"58";846515331;846515331;"sphorodlo@interia.pl";"www.zshorodlo";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1529";"ziemski";"7.00";"WOJ. LUBELSKIE";133;190000065529;"Liceum Ogólnokształcace";"22-650";"Łaszczów";"Chopina";"8";846611033;846611033;"zsp@laszczow.nazwa.pl";"www.zsp.laszczow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1530";"ziemski";"4.00";"WOJ. LUBELSKIE";90;190000065580;"Liceum Ogólnokształacące w Wysokiem";"23-145";"Wysokie";"Szkolna";"9";846806216;846806216;"zswysokie@o2.pl";"www.zswysokie.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1531";"ziemski";"2.00";"WOJ. LUBELSKIE";45;190000065618;"Liceum Ogólnokształcące im. Bohaterów Westerplatte";"21-140";"Michów";"Szkolna II";"2 B";818566039;818566039;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1532";"ziemski";"5.00";"WOJ. LUBELSKIE";108;190000065658;"Liceum Ogólnokształcące";"21-311";"Komarówka Podlaska";"Waleriana Batki";"20";833535009;833535492;"zsp.komarowka@wp.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1533";"ziemski";"3.00";"WOJ. LUBELSKIE";46;190000065800;"Liceum Ogólnokształcące w Rybczewicach";"21-065";"Rybczewice";"-";"121";815854005;815854005;"zsorybczewice@op.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1534";"ziemski";"3.00";"WOJ. LUBELSKIE";150;190000065812;"Liceum Ogólnokształcące";"23-250";"Urzędów";"Wodna";"24";818225845;818225845;"zso@zso.urzedow.pl";"zso.urzedow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1535";"grodzki";"2.00";"WOJ. LUBELSKIE";43;190000066202;"XI Liceum Ogólnokształcące";"20-059";"Lublin";"Al. Racławickie";"5";815338834;815338834;"psbig@um.lublin.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1536";"grodzki";"11.00";"WOJ. LUBELSKIE";320;190000066222;"XVI Liceum Ogólnokształcące";"20-109";"Lublin";"Bernardyńska";"14";815325313;815325313;"szkola@vetter.zse.lublin.pl";"vetter.zse.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1537";"grodzki";"24.00";"WOJ. LUBELSKIE";759;190000066273;"V Liceum Ogólnokształcące";"20-020";"Lublin";"Lipowa";"7";814664340;815321920;"sekretariat@5lo.lublin.pl";"www.5lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1538";"grodzki";"18.00";"WOJ. LUBELSKIE";588;190000066274;"IV Liceum Ogólnokształcące";"20-124";"Lublin";"Szkolna";"4";817477817;817478023;"stefania@4lo.lublin.pl";"www.4lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1539";"grodzki";"22.00";"WOJ. LUBELSKIE";715;190000066275;"III Liceum Ogólnokształcące";"20-005";"LUBLIN";"PLAC WOLNOŚCI";"4";815320947;815320947;"UNIA@LEDA.3LO.LUBLIN.PL";"WWW.3LO.LUBLIN.PL";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1540";"grodzki";"20.00";"WOJ. LUBELSKIE";584;190000066276;"VI Liceum Ogólnokształcące im. Hugona Kołłątaja w Lublinie";"20-466";"Lublin";"Mickiewicza";"36";817440737;NA;"";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1541";"grodzki";"21.00";"WOJ. LUBELSKIE";662;190000066278;"I Liceum Ogólnokształcące im Stanisława Staszica w Lublinie";"20-043";"Lublin";"Al. Racławickie";"26";814411460;814411460;"sts@bachus.1lo.lublin.pl";"www.1lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1542";"grodzki";"24.00";"WOJ. LUBELSKIE";811;190000066279;"II Liceum Ogólnokształcące im. Hetmana Jana Zamoyskiego";"20-075";"Lublin";"Ogrodowa";"16";815321732;815321732;"liceum@zamoy.2lo.lublin.pl";"www.2lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1543";"grodzki";"21.00";"WOJ. LUBELSKIE";674;190000066298;"IX Liceum Ogólnokształcące im. Mikołaja Kopernika w Lublinie";"20-709";"Lublin";"Andrzeja Struga";"6";815255435;815255435;"sekretar@9lo.lublin.pl";"9lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1544";"grodzki";"12.00";"WOJ. LUBELSKIE";322;190000066379;"XIV Liceum Ogólnokształcące";"20-850";"Lublin";"Radzyńska";"5";817413703;817413703;"szkola@14lo.lublin.pl";"www.14lo.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1545";"grodzki";"15.00";"WOJ. LUBELSKIE";449;190000066382;"XV Liceum Ogólnokształcące";"20-117";"Lublin";"Podwale";"11";815322412;815327329;"zs1@um.lublin.pl";"zs1.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1546";"grodzki";"15.00";"WOJ. LUBELSKIE";457;190000066408;"XXI Liceum Ogólnokształcące im. św. St. Kostki";"20-124";"Lublin";"ks. Michała Słowikowskiego";"6";817477952;817477516;"szkola@biskupiak.lublin.pl";"www.biskupiak.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1547";"grodzki";"7.00";"WOJ. LUBELSKIE";149;190000066454;"XXVII Liceum Ogólnokształcące w Lublinie";"20-543";"Lublin";"Biedronki";"13";815276733;815276733;"lo27@um.lublin.pl";"www.27lo.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1548";"grodzki";"12.00";"WOJ. LUBELSKIE";272;190000066491;"VII Liceum Ogólnokształcące";"20-107";"Lublin";"Farbiarska";"8";815326512;815326512;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1550";"grodzki";"21.00";"WOJ. LUBELSKIE";678;190000066706;"XXIII Liceum Ogólnokształcące";"20-060";"Lublin";"Poniatowskiego";"5";815310428;815310427;"23lo.lublin@poczta.onet.pl";"www.23lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1551";"grodzki";"9.00";"WOJ. LUBELSKIE";309;190000066768;"IV Liceum Ogólnokształcące";"22-400";"Zamość";"Jana Zamoyskiego";"62";846398132;846393027;"zsp3zamosc.@o2.pl";"www.zsp3zamosc.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1552";"grodzki";"29.00";"WOJ. LUBELSKIE";1001;190000066784;"II Liceum Ogólnokształcące";"22-400";"Zamość";"Partyzantów";"68";846392325;846392514;"tmarmucka@wp.pl";"www.republika.pl/zamosc2lo/";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1553";"grodzki";"29.00";"WOJ. LUBELSKIE";953;190000066785;"I Liceum Ogólnokształcące";"22-400";"Zamość";"Akademicka";"8";846392801;846392801;"zam.1lo@2com.pl";"www.1lo.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1554";"grodzki";"28.00";"WOJ. LUBELSKIE";975;190000066864;"III Liceum Ogólnokształcące w Zamościu";"22-400";"Zamość";"Kilińskiego";"15";846386557;846390501;"lo3_zamosc@interia.pl";"www.lo3zamosc.hg.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1555";"ziemski";"16.00";"WOJ. LUBELSKIE";415;190000066958;"I Liceum Ogólnokształcące im. M. Kopernika w Parczewie";"21-200";"Parczew";"Mickiewicza";"5";833551577;833543585;"loparczew@gmail.com";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"1556";"ziemski";"4.00";"WOJ. LUBELSKIE";97;190000066961;"Liceum Ogólnokształcące w Milanowie";"21-210";"Milanów";"Marii Konopnickiej";"1";833567005;833567005;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1557";"ziemski";"9.00";"WOJ. LUBELSKIE";236;190000067164;"II Liceum Ogólnokształcące w ZSP";"21-315";"Radzyń Podlaski";"Sikorskiego";"15";833527332;833527332;"sekretariat.szkola@gmail.com";"www.zspradzyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1558";"ziemski";"21.00";"WOJ. LUBELSKIE";597;190000067171;"I Liceum Ogólnokształcące w Radzyniu Podlaskim";"21-300";"Radzyń Podlaski";"Partyzantów";"8";833528028;833528028;"sekretariat.lo.radzyn@pra.pl";"www.loradz.republika.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1559";"ziemski";"7.00";"WOJ. LUBELSKIE";178;190000067202;"Liceum ogólnokształcące";"21-540";"Małaszewicze";"Kolejarzy";"16";833751438;833751438;"zsmal@poczta.fm";"www.malaszewicze.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1560";"ziemski";"12.00";"WOJ. LUBELSKIE";272;190000067205;"Zespół Szkół im. A. Naruszewicza w Janowie Podlaskim - Liceum Ogólnokształcące";"21-505";"Janów Podlaski";"Siedlecka";"1";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
"1561";"ziemski";"16.00";"WOJ. LUBELSKIE";451;190000067213;"Liceum Ogólnokształcące im. gen. Wł. Sikorskiego";"21-560";"Międzyrzec Podlaski";"Lubelska";"57/59";833714766;833714766;"sikorski.lo@wp.pl";"www.lo-sikorski.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1563";"ziemski";"8.00";"WOJ. LUBELSKIE";204;190000067223;"Liceum Ogólnokształcące";"21-550";"Terespol";"Wojska Polskiego";"88";833752004;833752004;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"1564";"ziemski";"9.00";"WOJ. LUBELSKIE";229;190000067224;"Liceum Ogólnokształcące";"21-580";"Wisznice";"Warszawska";"44";833782010;833782437;"lozawadzki@op.pl";"lowisznice.dbv.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"wieś";"gmina wiejska";0
